id,proba,label
316,0.9960454106330872,1
327,3.2629555789753795e-05,0
330,3.918018137483159e-06,0
346,2.835766963471542e-06,0
347,3.3838898616522783e-06,0
352,4.3772542994702235e-06,0
371,3.542053264027345e-06,0
379,2.198789661633782e-05,0
387,4.905422429146711e-06,0
391,2.826355057550245e-06,0
395,3.5210243822803022e-06,0
404,9.646494618209545e-06,0
406,2.6294133022020105e-06,0
413,2.4199075596698094e-06,0
420,2.3056065856508212e-06,0
432,0.013186566531658173,0
439,0.0010149084264412522,0
442,0.9999756813049316,1
450,5.202765350986738e-06,0
475,0.012574263848364353,0
478,0.9999899864196777,1
480,0.001716800150461495,0
483,3.2691366413928336e-06,0
508,4.313564204494469e-06,0
512,2.9568661830126075e-06,0
562,3.0185080959199695e-06,0
564,5.696488187822979e-06,0
586,3.0140322451188695e-06,0
597,0.0005260008038021624,0
620,2.280421313116676e-06,0
632,0.9999945163726807,1
640,6.023910827934742e-06,0
644,3.879783434967976e-06,0
661,3.173784762111609e-06,0
662,6.0178249441378284e-06,0
674,4.5179212975199334e-06,0
691,5.23148355568992e-06,0
692,0.7946590185165405,1
701,7.777470273140352e-06,0
708,2.909217755586724e-06,0
721,4.131240075366804e-06,0
744,2.42014903051313e-05,0
748,1.060419344867114e-05,0
792,2.392147962382296e-06,0
798,0.9999943971633911,1
810,2.5263921088480856e-06,0
813,2.9511218144762097e-06,0
835,0.9999945163726807,1
839,2.4190421754610725e-06,0
847,2.4907209080993198e-05,0
860,2.776257588266162e-06,0
882,2.8174661110824673e-06,0
892,2.7249884624325205e-06,0
910,1.0006667253037449e-05,0
915,1.1527188689797185e-05,0
935,7.769885996822268e-06,0
942,2.204194061050657e-06,0
946,8.936899575928692e-06,0
948,2.4637884052935988e-06,0
973,4.910955340164946e-06,0
974,2.115086090270779e-06,0
980,3.5805471725325333e-06,0
993,2.8398204449331388e-05,0
997,6.176775059429929e-06,0
